Job ID,Job Title,Min Salary,Max Salary,Avg Salary,Hourly,Job Description,Company,Location,Rating,Headquarters,Size,Size Class,Founded,Age,Type Of Ownership,Competitors,Industry,Sector,Revenue,Revenue Class,Same State,Python,R,Spark,AWS,Excel,Job Simp,Skills Count
509,Clinical Laboratory Scientist,46080,74880,60480,1,"POSITION PURPOSE:
Performs CLIA moderate and high complexity laboratory tests and analyses; recognizes and corrects problems; possesses in depth knowledge of laboratory techniques, principles, and instruments; correlates and interprets test results. Provides physicians with rapid and accurate test results.
ESSENTIAL JOB FUNCTIONS:
Performs CLIA moderate and high complex lab testing, automated and non-automated, in hematology, chemistry, blood bank, microbiology, coagulation, serology, and molecular diagnostics.
Performs, statistically evaluates, troubleshoots, and records quality control, calibrations, validations on test assays.
Performs and records preventive maintenance on lab instrumentation. Identifies, evaluates, and performs corrective maintenance on lab equipment.
Validates, correlates with patients' diagnosis, interprets, & reports laboratory test data; enters data into LIS system and reviews it's completeness and accuracy. Reports and interprets data to physicians, infection control, regulatory a...",Vail Health,"Vail, CO",3.7,"Vail, CO",501 to 1000 employees,Class D,1966,57,Hospital,-1,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Class 6,1,0,0,0,0,0,na,0
510,Data Engineer - Consultant (Charlotte Based),59000,112000,85500,0,"Do YOU love working with Data in machine learning, real-time analytics, or Big Data in a Cloud environment? Do you find that you want to choose other technologies but work for a vendor that limits the options that you can recommend? We are looking for a Data Expert to help us help our clients evaluate and implement big data and advanced analytics solutions in the Cloud. At Clarity Insights, we only provide Data & Analytics expertise. It’s all we’ve ever done and we love specializing in it and working on hard problems.

Clarity Insights is the largest independent professional services firm focused exclusively data analytics solutions. Our Data Engineering practice has one vision: to drive better business outcomes through data and analytics. We provide data analytics advisory and solution delivery consulting services. We believe that nothing sells like great delivery, and are committed to our people and client delivery excellence. With continuing, aggressive growth plans for the next five years, Clarity is s...",Clarity Insights,"Charlotte, NC",4.2,"Chicago, IL",201 to 500 employees,Class E,2008,15,Company - Private,-1,IT Services,Information Technology,Unknown,Unknown,0,1,0,0,0,1,data engineer,2
511,"Data Analyst 1, full-time contract worker for up to 12 months",35000,65000,50000,0,"Purposes

In addition to your application, please follow the instructions & complete the a SQL assessment accessible through this link:

https://bit.ly/sql-test-church

The purpose of the Family History Department is to create inspiring experiences that bring joy to all people as they discover, gather, and connect their family—past, present, and future. Our quality standards guide the way we work. They are: inspiration, trust, kindness, effectiveness, and simplicity.

If our purpose statement and quality standards are something you believe in, we invite you to apply for this position. One of the expectations of employment in the Family History Department is a willingness to do Family History research and help others do the same.

Provide department leadership with reliable data from trusted source systems that will empower and influence key decision making. The incumbent will initiate queries on the database using different manipulations to obtain the information needed. With this data the analyst will nee...",The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",4.2,"Salt Lake City, UT",10000+ employees,Class A,-1,-1,Nonprofit Organization,-1,Religious Organizations,Non-Profit,Unknown,Unknown,1,0,0,0,1,1,analyst,2
512,Data Engineer,79000,147000,113000,0,"WHO WE ARE

NCSOFT® established in 1997 and headquartered in Seoul, South Korea, is one of the leading gaming publishers in the world. At NCSOFT West, we develop new games, manage our existing game portfolio, initiatives and game services across the Americas, Europe, Australia and New Zealand. Together we operate many of the most successful and influential massively multiplayer online games in the industry, welcoming hundreds of millions of players daily into exciting living worlds for extraordinary adventures.

We are looking for a savvy Data Engineer who is eager to continually improve their skills, learn new technologies and is willing to take initiative beyond basic responsibilities

WHAT YOU'LL DO

As a Data Engineer, you'll be responsible for gathering and collecting data, storing it, doing batch processing or real-time processing on it, and serving it to data scientists and data analysts to easily query.

RESPONSIBILITIES:
Understanding data source (10%)
Develop data processes for construction, mini...",NCSOFT,"Aliso Viejo, CA",3.1,"Seoul, South Korea",1001 to 5000 employees,Class C,1997,26,Company - Public,"Blizzard Entertainment, Riot Games, Electronic Arts",Video Games,Media,$10+ billion (USD),Class 1,0,1,0,1,1,1,data engineer,4
513,"Scientist, Immuno-Oncology",62000,119000,90500,0,"Site Name: USA - Massachusetts - Cambridge
Posted Date: Mar 24 2020

Are you energized by a challenging role in immuno-oncology, where scientific demand is driving team growth? If so, this Scientist would be a great opportunity to consider.

The Immune Biology Group within GSKs Immuno-Oncology & Combinations Research Unit (IOC RU) is seeking a scientist with experience in oncology or immunology to join our team.

In this role, you will be responsible for conducting innovative research designed to identify and validate immune-based therapies for cancer.

Responsibilities include:
Deliver critical path biology results to support GSKs pipeline of diverse cancer immunotherapies from early discovery to first-time-in-human commitment.
Establish and expand internal wet lab capabilities at a growing GSK site.
Actively participate in building and maintaining drug discovery relationships with partners in Oncology and other business units.
Work within a dynamic and collaborative environment to deliver high-quality sc...",GSK,"Cambridge, MA",3.9,"Brentford, United Kingdom",10000+ employees,Class A,1830,193,Company - Public,"Pfizer, AstraZeneca, Merck",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Class 1,0,0,0,0,1,0,na,1
514,Senior Data Scientist,119000,187000,153000,0,"At Factual we love all things data! Our mission is to organize and optimize the world's location information. As a Data Scientist, you will have the opportunity to shape and influence the direction of our products and propel the growth of our business. You will collaborate with a diverse team of software engineers and data analysts to optimize our current machine learning models and pipelines while also developing creative, data-based solutions. You will be working on many different projects, ranging from scoring the popularity of a place at a given time to pairing anonymized geolocation data with real-world place visits.

About you:


You are passionate about using your programming, data wrangling, and analytical expertise to drive product and business decisions. You are a skilled communicator that will provide thought leadership on metrics, features, and products to teams across the company. You have strong engineering experience and enjoy working in a rapidly changing environment. And most of all: you s...",Factual,"Los Angeles, CA",4.3,"Los Angeles, CA",51 to 200 employees,Class F,2008,15,Company - Private,Foursquare,Computer Hardware & Software,Information Technology,Unknown,Unknown,1,1,0,1,0,1,data scientist,3
515,Products Data Analyst II,90000,157000,123500,0,"TriNet is a leading provider of comprehensive human resources solutions for small to midsize businesses (SMBs). We enhance business productivity by enabling our clients to outsource their HR function to one strategic partner and allowing them to focus on operating and growing their core businesses. Our full-service HR solutions include features such as payroll processing, human capital consulting, employment law compliance and employee benefits, including health insurance, retirement plans and workers’ compensation insurance.

TriNet has a nationwide presence and an experienced executive team. Our stock is publicly traded on the NYSE under the ticker symbol TNET. If you’re passionate about innovation and making an impact on the large SMB market, come join us as we power our clients’ business success with extraordinary HR.

#LI-VB1

Job Summary/Overview

As a Data Analyst in the Products Organization, you will promote leveraging data and metrics to support the full product lifecycle from discovery through a...",TriNet,"Dublin, CA",3.3,"Dublin, CA",1001 to 5000 employees,Class C,1988,35,Company - Public,"Paychex, Insperity, ADP",Consulting,Business Services,$2 to $5 billion (USD),Class 3,1,0,0,0,0,1,analyst,1
516,Lead Data Analyst,32000,62000,47000,0,"JOB DESCRIPTION:

Signpost is looking for a Lead Data Analyst to join our team! This is a senior position reporting to the Senior Director of Data and Architecture who will work closely with Sales Operations, Customer Service Operations, and Finance.

Signpost is a rapidly growing startup that helps local businesses succeed by automating as much of their marketing as we can. We're solving a big problem in a huge market and we're backed by some of the smartest investors out there, including High Bar Partners, Georgian Partners, Google Ventures and Spark Capital. We need talented, passionate and disciplined leaders who are looking for a challenge worthy of them at a place where they can learn, grow, and have real ownership.

Our people are our most important asset, and we're assembling a team of strategic and critical thinking power houses that can work directly with our executive team on business operations, strategy and data analysis.

Who you are:
Obsessed with driving business insights from data
Can deve...",Signpost,"New York, NY",3.9,"New York, NY",201 to 500 employees,Class E,2010,13,Company - Private,-1,Internet,Information Technology,$10 to $25 million (USD),Class 9,1,0,0,1,0,0,analyst,1
517,Analytics Manager - Data Mart,42000,86000,64000,0,"We have an opportunity to join the Alliance as the Analytics Manager - Data Mart leading in the Analytics Services Department.

WHAT YOU'LL BE RESPONSIBLE FOR


Reporting to the Analytics Director, you will manage and lead the analytical data management function, including the gathering and assessment of business information needs for enterprise analytics and preparation of system requirements in order to create a single source of truth. Manage and lead the business information solution based Key Performance Indicator (KPI) dashboard reporting, customization, training and related integration with the Enterprise Data Warehouse (EDW). You will also manage, supervise, mentor and train assigned staff.

ABOUT THE TEAM

Our Analytics teams are skilled, focused, and highly collaborative. We work hard, have fun and take pride in how our work impacts the health outcomes for the communities we serve.

THE IDEAL CANDIDATE WILL HAVE
Passion and drive to roll up their sleeves and be a hands on manager
Expertise and pas...",Central California Alliance for Health,"Scotts Valley, CA",3.5,"Scotts Valley, CA",501 to 1000 employees,Class D,1996,27,Nonprofit Organization,-1,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Class 5,1,0,0,0,0,0,manager,0
518,Data Science Engineer - Mobile,116000,208000,162000,0,"Mobile is a top strategic priority for Adobe. Digital Media GTM Data Science and Analytics team is looking for Data Science Engineer - Mobile, who is the full-stack data specialist and can help us build scalable data platform, pipeline, and analytics solutions that will drive the success of our Mobile business across Creative & Document Cloud businesses across customer journey from acquisition, engagement, to retention.

This is a fast-paced business environment that will draw on your excellent communication skills, your ability to multi-task and perform under pressure, your superior data analytics & engineering skills and able to work in a team environment. Candidate needs to be very organized, have a ‘can do’ attitude, and have an internal strong sense of urgency.

A successful Data Scientist Engineer - Mobile contributes to the achievement of the Digital Media Go-To Market objectives by:
Architect, build, and maintain scalable data pipeline for our reports, dashboard, analytics solution, and data produc...",Adobe,"San Jose, CA",4,"San Jose, CA",10000+ employees,Class A,1982,41,Company - Public,"Apple, Microsoft",Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),Class 2,1,1,0,0,0,1,na,2
519,Senior Data Scientist - R&D Oncology,102000,172000,137000,0,"At AstraZeneca,we work together to deliver innovative medicines to patients across global boundaries. We make an impact and findsolutionsto challenges. We do this with integrity, even in the most difficult situations,because we are committed to doing the right thing.

Job Description

The Machine Learning and AI team in AstraZenecas Oncology Data Science & Analytics group is where we develop and apply sophisticated algorithms and techniques to solve the hardest problems in oncology drug discovery and development. The team uses their scientific, quantitative, and problem-solving skills to work on a broad range of challenges across the whole oncology portfolio, working collaboratively with other scientists across a range of disciplines to scope, define, and deliver projects that both advance the state of the art in data science and accelerate the delivery of innovative medicines to patients.

As a Senior Data Scientist you will play a key role on the front line in this rapidly growing team working to extract...",AstraZeneca,"New York, NY",3.9,"Cambridge, United Kingdom",10000+ employees,Class A,1913,110,Company - Public,"Roche, GlaxoSmithKline, Novartis",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Class 1,0,1,0,0,0,0,data scientist,1
520,Sr. Data Engineer - Contract-to-Hire (Java),69000,127000,98000,0,"As we strive to make a better day for our guests and team members, we look to enhance our enterprise applications dev team / master data efforts by adding someone with experience in Java. You will:

1. Develop solutions to support the initiative of moving our technology stack to the cloud

2. Maintain and develop solutions on SQL Server / PostgreSQL database leveraging tables, stored procedures, views, database roles, etc

3. Utilize a scripting language for automation of manual processes and manipulation/massage of data

4. Design solutions, document findings (gaps and risks), and communicate information and results to business partners in a concise and repeatable manner

5. Maintain up-to-date knowledge of industry standards for ETL tools and MDM technical solutions

6. Develop and maintain APIs using both MuleSoft and native EBX APIs

Requirements:
Java experience required.
Experience with the Software Development Lifecycle (SDLC) required.
Source control experience required. GITHUB, Subversion, or equi...",Pilot Flying J Travel Centers LLC,"Knoxville, TN",3,"Knoxville, TN",10000+ employees,Class A,1958,65,Company - Private,"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",Gas Stations,Retail,$10+ billion (USD),Class 1,1,1,0,0,0,0,data engineer,1
521,Data Scientist,86000,144000,115000,0,"About Swiss Re

The Swiss Re Group is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. It anticipates and manages risk – from natural catastrophes to climate change, from ageing populations to cybercrime. The aim of the Swiss Re Group is to enable society to thrive and progress, creating new opportunities and solutions for its clients. Headquartered in Zurich, Switzerland, where it was founded in 1863, the Swiss Re Group operates through a network of around 80 offices globally. It is organised into three Business Units, each with a distinct strategy and set of objectives contributing to the Group’s overall mission.

About Swiss Re

The Swiss Re Group is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. It anticipates and manages risk – from natural catastrophes to climate change, from ageing populat...",Swiss Re,"Armonk, NY",3.7,"Zurich, Switzerland",10000+ employees,Class A,1863,160,Company - Public,"Munich Re, Hannover RE, SCOR",Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),Class 1,0,1,0,0,0,1,data scientist,2
522,Senior Data Scientist,102000,165000,133500,0,"Sartorius Stedim Data Analytics, a market leader in advanced analytics and provider of Umetrics Suite of Data Analytics Solutions, is on a strong growth path driving new innovative solutions in the field. It currently has an outstanding opportunity for a Senior Data Scientist to drive customer applications, support the Sartorius sales teams and feedback customer needs into the development of new solutions. The incumbent for this key role will have a strong customer focus to help secure innovation and growth from both new and existing customers.

What you can look forward to
Assisting customers in solving business related problems using advanced data analysis and data driven technologies
Supporting implementation of advanced analytics in industry
Analyzing large amounts of data and building data driven models
Initiating, leading and driving customer projects
Training customers on the use of our software
Supporting sales (pre/post)
Supporting marketing & development
Performing regular follow up with customer...",Sartorius,"Arvada, CO",3.5,"Gottingen, Germany",5001 to 10000 employees,Class B,1870,153,Company - Public,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Class 4,0,1,0,0,0,1,data scientist,2
523,Data Engineer,74000,124000,99000,0,"Pinnacol Assurance does just one thing, and does it better than anyone: provide caring workers' compensation protection to Colorado employers and employees. And while we may be a little biased, we believe that our work shapes communities and changes lives.

Pinnacol's data engineering team works very hard in a fun and supportive environment—and we are growing! We are looking for passionate problem solvers to join our efforts to build tomorrow's best in class data solutions.

What you'll do:

As a Data Engineer, you play a key part in realizing our mission to provide customers with tools they love to use. As a member of the Data Transformation Team you will be responsible for data management tasks including design, development, and data security in a Google Cloud Platform environment. You will leverage your experience and skills to design solutions that will deliver Pinnacol data products while operating as a key contributor on a team of dedicated professionals working toward a common product vision.

What ...",Pinnacol Assurance,"Denver, CO",4,"Denver, CO",501 to 1000 employees,Class D,1915,108,Nonprofit Organization,-1,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Class 5,1,1,0,0,1,0,data engineer,2
524,Food Scientist - Developer,40000,68000,54000,0,"Palermo Villa Inc. is interested in a high-energy, poised and confident individual to assist in the development of concepts, products and optimization projects through Palermo's vigorous consumer-driven R&D process.
The position will apply scientific and culinary principles in research and development. Develops the understanding of and ability to translate food trends into innovative opportunities, stimulate new food ideas and product concepts.

Identify, evaluate and develop potential new product development opportunities. From bench-top samples to commercialized products and finished product specifications
Assist in food product formulation from bench top to commercialization using a continuously developing skill set in food formulation and processing equipment capability understanding.
Applies an analytical approach to the solution of a wide variety of problems and assimilates the details and significance of various scientific analyses, procedures, and tests
Demonstrates initiative, creativity and thoro...",Palermo's Pizza,"Milwaukee, WI",3.3,"Milwaukee, WI",501 to 1000 employees,Class D,1964,59,Company - Private,-1,Food & Beverage Manufacturing,Manufacturing,Unknown,Unknown,1,0,0,0,0,0,na,0
525,Senior Data Engineer,76000,142000,109000,0,"Sr. Data Engineer FTE for Franklin

There are many powerful big data tools available to help process lots and lots of data, sometime in real- or near real-time, but well-architected and implemented systems and applications will give an organization an edge over others. We are looking for a Senior Data Management Engineer with excellent technical qualifications and a passion for creating high performing and scalable data systems who will be able to fully participate in the team discussion in designing and architecting solutions, making sure many aspects of the problem, both current and future, are taken into consideration and help lead the team to correctly implement those plans in a fully automated and scalable way.

Cool Stuff You Get to Do in this Role:
Build high performing and scalable data systems, applications, and pipelines to process very large amounts of data from multiple source
Collaborate on Big Data systems, and features within an Agile environment
Collaborate with cross-function teams of deve...",Equian LLC,"Franklin, TN",3.2,"Indianapolis, IN",1001 to 5000 employees,Class C,2004,19,Company - Private,-1,Health Care Services & Hospitals,Health Care,Unknown,Unknown,0,0,0,0,1,1,data engineer,2
526,Data Engineer,76000,142000,109000,0,"MetroStar Systems is looking for a Data Engineer that is passionate about creating and managing modern data structures and supporting applications. The goal is to migrate legacy databases from premise to AWS and transform them into a Data Lake for a modern web application. This project is using the most up-to-date technologies lead by a highly technical team. If you want to join a company that values people that are fearless about making technology work and are open to commuting primarily to Rockville, MD; but may also include Reston, VA, we want you to work for MetroStar!

You're a great fit if:
You have experience programming with Databases or were previously a DBA
You have experience managing and/or designing Data Lakes or other modern data structures
You have experience with Elastic or Solr based search deployments
You have worked with AWS based environments and solved data engineering problems in the cloud
You enjoy working in an Agile environment and group setting in order to provide timely, effectiv...",MetroStar Systems,"Rockville, MD",3.4,"Reston, VA",201 to 500 employees,Class E,1999,24,Company - Private,-1,IT Services,Information Technology,$25 to $50 million (USD),Class 8,0,0,0,0,1,0,data engineer,1
527,Senior Data Scientist,108000,171000,139500,0,"The Infrastructure, Architecture, and Tools team is looking for a motivated, fast-learning candidate to drive the design and development of data analytics tooling and reports. You will be joining a fast-paced, dynamic software development team that is constantly solving new and challenging problems. You'll be working with our internal teams to understand their data analysis and reporting needs in order to design, develop, and enhance our organizational data marts and data analytic reports. Youll be using data gathered from our internal systems to help us improve our product development process and to evolve our internal Continuous Integration system to meet the needs of Development
Analyze different types of data in order to provide direction to improve the infrastructure of a highly automated facility that supports building, testing, and releasing all MathWorks products.
Profile and understand large volumes of source data, including structured and unstructured data.
Provide total analytic support which in...",MathWorks,"Natick, MA",4.4,"Natick, MA",1001 to 5000 employees,Class C,1984,39,Company - Private,-1,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Class 4,1,1,0,0,0,0,data scientist,1
528,"Director II, Data Science - GRM Actuarial",202000,306000,254000,0,"Advance your career at Liberty Mutual Insurance - A Fortune 100 Company!

Job Summary:

GRM Actuarial - Predictive Modeling team is searching for a highly motivated Director II, Data Science who is eager to make an impact on the very complex and evolving insurance industry. As the manager of the US Short-Tailed Lines Predictive Modeling team, you will provide analytical direction for a team of actuarial and data science professionals. You and your team will leverage primary data, advanced quantitative modeling and financial analysis to develop predictive models and tools that enable data-driven strategic decision-making. This role requires broad knowledge of predictive modeling techniques, and advanced application of those techniques to a variety of business issues. You will provide highly technical analytical assessments of business issues to management and a mixture of technical and non-technical audiences so good communication skills are essential. This is a highly visible role that will connect often w...",Liberty Mutual Insurance,"Chicago, IL",3.3,"Boston, MA",10000+ employees,Class A,1912,111,Company - Private,"Travelers, Allstate, State Farm",Insurance Carriers,Insurance,$10+ billion (USD),Class 1,0,1,0,0,0,0,director,1
529,Machine Learning Engineer,91000,159000,125000,0,"We are seeking a highly-experienced ML Engineer to join our team building advanced Business Intelligence, Machine Learning, and Data Processing applications.

Your Impact

As a Backend Engineer, you will develop advanced tools that allow our customers to build highly-sophisticated Business Intelligence applications for their stakeholders. You will work as a member of an engineering “feature team,” responsible for delivering value to our customers. In this role, you will design, implement, and deliver enterprise-grade machine learning applications for both internal- and external-facing consumers. You will be part of a dynamic team of engineers who are developing cutting edge technology that fuels the premier BI platform in the industry. Your work will be deployed to production and used by dozens of major corporations such as FedEx, US Bank, and Mastercard to help drive their business goals and service their customers.

While mostly focusing in ML models productizing and data processing you will be expected ...",Information Builders,"New York, NY",3.2,"New York, NY",1001 to 5000 employees,Class C,1975,48,Company - Private,"Qlik, Tableau Software, Informatica",Computer Hardware & Software,Information Technology,Unknown,Unknown,1,1,0,0,1,1,mle,3
530,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",80000,133000,106500,0,"Posting Title
Sr Expert Data Science, Advanced Visual Analytics (Associate level)

01-Apr-2020

Job ID
293312BR

Job Description
Advanced Visual Analytics (AVA) defines the science of data-driven human analytical reasoning enabled by advanced interactive visual interfaces.

We’re looking for a Data Scientist/ Sr Expert , Advanced Visual Analytics (Associate level) specialized in creating advanced data visualizations that will make the user think like a data scientist, without being a data scientist.

The ideal candidate enjoys working in a multi-disciplinary team to design and implement innovative, dynamic visualizations, and cutting-edge visual data analytics solutions, including interactive visual interfaces, in an agile and fast-paced environment.

This includes working alongside diverse teams of product owners, data scientists, data engineers and business analysts to, reimagine workflows, enhance business processes, and improve program design through insightful data explorations and advanced analysis w...",Novartis,"Cambridge, MA",3.8,"Basel, Switzerland",10000+ employees,Class A,1996,27,Company - Public,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Class 1,0,1,0,0,0,0,na,1
531,"Scientist, Molecular/Cellular Biologist",49000,97000,73000,0,"[1]Scientist, Molecular/Cellular Biologist

About Audentes Therapeutics

Audentes Therapeutics is a leading AAV-based genetic medicines company focused on developing and commercializing innovative products for serious rare neuromuscular diseases. We are leveraging our AAV gene therapy technology platform and proprietary manufacturing expertise to develop programs across three modalities: gene replacement, vectorized exon skipping, and vectorized RNA knockdown. Our product candidates are showing promising therapeutic profiles in clinical and preclinical studies across a range of neuromuscular diseases. Audentes is a focused, experienced, and passionate team driven to improve the lives of patients.

Audentes leverages strong, global relationships with the patient, research, and medical communities, and we take pride in carefully selecting our colleagues. Listed below is a current opening for a smart, driven, experienced, and just plain nice individual who wants to join us on our journey.

The Role

Reporting...",Audentes Therapeutics,"South San Francisco, CA",2.9,"San Francisco, CA",201 to 500 employees,Class E,2012,11,Subsidiary or Business Segment,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Unknown,0,0,0,0,0,0,na,0
532,Staff Scientist-Downstream Process Development,49000,113000,81000,0,"ABL is seeking a Staff Scientist for the Downstream Process Development team. The candidate will be responsible for planning, development, and optimization, execution of assigned commercial and government client downstream development tasks. Working with external clients, R&D, Quality Control/ Quality Assurance and GMP Manufacturing, the scientist will provide expertise and scientific leadership for design, development, optimization, and production of protein therapeutics and viral vectors. The successful candidate will contribute to the team based execution of projects.

The main responsibilities will include but not limited to follows:
Develop robust, high-yield and scalable purification process (recombinant protein, virus and virus like particles) for Vaccine Development of Phase I/II candidates.
Develop, optimize and scale-up protein purification methods to meet cGMP and Regulatory Compliance using Design of Experiment (DOE) methods.
Lead efforts to evaluate different resins, filters, and analytical me...",Advanced BioScience Laboratories,"Rockville, MD",2.7,"Rockville, MD",201 to 500 employees,Class E,1961,62,Company - Private,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),Class 8,1,0,0,0,0,1,na,1
533,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,40320,65280,52800,1,"Day Shift: 7A-330P. Holidays and every other weekend.

Summary:
Performs, calculates and reports routine and special laboratory tests. Maintains equipment and troubleshoots problems. Evaluates results and quality control data. Serves as a resource and teaches new employees and students. Assists in evaluating new test procedures. The individual in this position must demonstrate knowledge of the principles of growth and development over the life span of the patient. In addition, she/he must possess the ability to assess patient data relative to age specific needs and provide care as described in the department's policies and procedures.

Other information:

Will consider entry level graduates of an approved associate degree program in an appropriate science field and eligibility as medical technologist.Must complete Point of Care Testing training as part of Department Orientation. Able to communicate effectively, pleasantly, cooperatively, and discretely with patients, physicians, hospital employees, and the...",Beebe Healthcare,"Millville, DE",3.6,"Lewes, DE",1001 to 5000 employees,Class C,1935,88,Nonprofit Organization,-1,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Class 6,0,0,0,0,0,0,na,0
534,Scientist - Analytical Services,65000,134000,99500,0,"British American Tobacco
Reynolds American Incorporated is positively transforming the tobacco industry. We’re a family of companies that strives for success in everything we do. The future inspires us because our people are igniting the breakthroughs that are redefining the ways adult tobacco consumers enjoy tobacco in the 21st century.

When other companies talk about growth, they only talk about size. At Reynolds American, we focus on the growth of our people. We take pride in each other’s growth and well-being throughout our careers. We invest in your career and total well-being because we know our companies succeed when our people thrive.

ABOUT OUR ORGANIZATION:

Reynolds American Inc. is an indirect, wholly owned subsidiary of British American Tobacco p.l.c., and the U.S. parent company of R. J. Reynolds Tobacco Company; Santa Fe Natural Tobacco Company, Inc.; American Snuff Company, LLC; Niconovum USA, Inc.; Niconovum AB; R. J. Reynolds Vapor Company; Lorillard Licensing Company, LLC; and Reynolds ...",Reynolds American,"Winston-Salem, NC",3.1,"Winston-Salem, NC",5001 to 10000 employees,Class B,1875,148,Company - Private,-1,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Class 1,1,0,0,0,0,1,na,1
535,Associate Data Analyst- Graduate Development Program,32000,59000,45500,0,"Overview


National Interstate is a member of Great American Insurance Group. As one of the leading commercial transportation insurers in the nation, we offer risk financing solutions in all 50 states tailored to meet the needs of a wide variety of transportation classes. Our offerings include traditional insurance and innovative alternative risk transfer (ART) programs, including more than a dozen group captive programs catering to niche wheels markets. We are proud to be a multiple Northcoast 99 winner and Cleveland Plain Dealer Top Workplace in Northeast Ohio. It is because of our talented and dedicated team that we are able to live out our company values of integrity, transparency, fairness, accountability, empowerment and collaboration with each transaction we make. If you are ready to join an engaging and driven team such as ours, we would love to hear from you!

Responsibilities
Prepares basic financial and business related analysis and reporting. Defines business and legal reporting requirements th...",National Interstate,"Richfield, OH",3.3,"Richfield, OH",501 to 1000 employees,Class D,1989,34,Company - Private,-1,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Class 5,1,0,0,0,0,0,analyst,0
536,IT Associate Data Analyst,39000,69000,54000,0,"Monday, November 25, 2019

Our Personal Lines Operations department is seeking a Technical Analyst to join our growing team in our Worcester office.

Position summary:

This person will communicate with customers, IT and key stakeholders on the status of automations (issues and required maintenance) as well as the productivity of the digital workforce. Provide triage support in the event of automation failures.Learn to build small to medium
automations.

This is a full-time, exempt role.

Responsibilities/Essential Functions:
With oversight by leadership, provides support to complex business/technical processes and tools for multiple products, requiring the use of technical solutions across multiple departments or lines of business.
Learn to build small to medium RPA (Robotic Process Automation) projects using Automation Anywhere.
Serve as a team member on projects of large scope and moderate to high complexity. Able to work independently with guidance and direction as appropriate.
Develop data and reports...",The Hanover Insurance Group,"Worcester, MA",3.7,"Worcester, MA",5001 to 10000 employees,Class B,1852,171,Company - Public,-1,Insurance Carriers,Insurance,$5 to $10 billion (USD),Class 2,1,0,0,0,0,0,analyst,0
537,Sr. Data Engineer,87000,158000,122500,0,"Join our team of Data Consultants and work on dynamic long-term projects. The majority of our team members are long-term employees who enjoy consistent work and a collaborative team approach!
Background in computer science and comfortable in programming in a variety of languages, including Java, Python, Scala;
Determining the appropriate software packages or modules to run, and how easily they can be modified;
Handling large scale structured and unstructured data from internal and third-party sources;
Architecting highly scalable distributed data pipelines using open source tools and big data technologies such as Hadoop, Pig, Hive, Presto, Spark, Drill, Sqoop and ETL frameworks;
Utilizing Linux shell scripting and containerization technologies (Docker, Kubernetes); and,
Leading teams in a dynamic work environment while managing stakeholder expectations and scope.
Requirements
Bachelor's degree, preferably in technology related disciplines.
Cloud computing platforms such as Azure, AWS, and GCP;
Relational d...",Moser Consulting,"Indianapolis, IN",4.5,"Indianapolis, IN",51 to 200 employees,Class F,1996,27,Company - Private,-1,Consulting,Business Services,$25 to $50 million (USD),Class 8,1,1,0,1,1,0,data engineer,3
538,Clinical Data Analyst,27000,48000,37500,0,"Job Summary


Greenway Health is actively seeking a motivated Clinical Data Analyst on our Data Insights team. The Clinical Data Analyst will be instrumental in helping to determine appropriate data transformations and governance strategies to deliver trusted data sets for regulatory reporting and analytics. A Clinical Data Analyst is an active and influential member our informatics team. As a Clinical Data Analyst on our team you must have a passion for improving healthcare software; you will need to be highly passionate and comfortable in an entrepreneurial agile scrum environment. You will be responsible for engaging professionally with clinicians, informatics and third-party data providers to precisely define appropriate data, cleansing and presentation requirements for down-stream reports and applications to allow stakeholders to make insightful clinical decisions for their practice.

You will use your knowledge of healthcare analytics to influence our data quality and master data management initiativ...",Greenway Health,"Tampa, FL",3,"Tampa, FL",1001 to 5000 employees,Class C,1977,46,Subsidiary or Business Segment,"eClinicalWorks, NextGen Healthcare, athenahealth",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Class 6,1,0,0,0,0,1,analyst,1
